'FRESH';'WARSZAWA';52.256194;21.034033
'FRESH';'WARSZAWA';52.270429;20.975497
'FRESH';'WARSZAWA';52.237311;20.992107
'FRESH';'WARSZAWA';52.260749;20.983869
'FRESH';'WARSZAWA';52.222260;21.230240
'FRESH';'WARSZAWA';52.190833;20.906785
'FRESH';'WARSZAWA';52.271096;20.954900
'FRESH';'WARSZAWA';52.147658;21.048496
'FRESH';'WARSZAWA';52.202886;20.947295
'FRESH';'WARSZAWA';52.280294;20.919408
'FRESH';'WARSZAWA';52.167881;21.112828
'FRESH';'WARSZAWA';52.201904;20.976027
'FRESH';'WARSZAWA';52.143136;21.044232
'FRESH';'WARSZAWA';52.158967;21.067271
'FRESH';'WARSZAWA';52.232675;20.987896
'FRESH';'WARSZAWA';52.129710;21.065800
'FRESH';'WARSZAWA';52.317640;21.049880
'FRESH';'WARSZAWA';52.156940;21.078380
'FRESH';'WARSZAWA';52.192583;20.963751
'FRESH';'WARSZAWA';52.170200;20.997320
'FRESH';'WARSZAWA';52.226918;21.140159
'FRESH';'WARSZAWA';52.237627;21.001526
'FRESH';'WARSZAWA';52.212093;21.065225
'FRESH';'WARSZAWA';52.259243;20.920671
'FRESH';'WARSZAWA';52.205221;20.973630
'FRESH';'Warszawa';52.232341;21.001850
'FRESH';'Warszawa';52.160350;21.091527
'FRESH';'Warszawa';52.230148;20.969610
'FRESH';'Warszawa';52.233747;20.981635
'FRESH';'WARSZAWA';52.202160;20.997603
'FRESH';'WARSZAWA';52.215774;20.962083
'FRESH';'WARSZAWA';52.227348;20.995717
'FRESH';'WARSZAWA';52.249240;21.008642
'FRESH';'WARSZAWA';52.239404;20.901505
'FRESH';'WARSZAWA';52.165953;21.074298
'FRESH';'WARSZAWA';52.249717;21.070129
'FRESH';'WARSZAWA';52.243285;20.921013
'FRESH';'WARSZAWA';52.237081;20.983967
'FRESH';'WARSZAWA';52.143583;21.053896
'FRESH';'WARSZAWA';52.244547;20.990002
'FRESH';'WARSZAWA';52.244829;20.962924
'FRESH';'WARSZAWA';52.199357;20.975715
'FRESH';'WARSZAWA';52.195226;20.892776
'FRESH';'WARSZAWA';52.167732;21.011543
'FRESH';'WARSZAWA';52.217303;21.018262
'FRESH';'WARSZAWA';52.190141;21.012104
'FRESH';'WARSZAWA';52.225568;21.011937
'FRESH';'WARSZAWA';52.144529;21.052868
'FRESH';'WARSZAWA';52.238903;21.024944
'FRESH';'WARSZAWA';52.242479;21.074610
'FRESH';'WARSZAWA';52.135077;21.061741
'FRESH';'WARSZAWA';52.224834;21.066769
